Nr.;EAN;Beschreibung;Beschreibung 2;Hersteller Kurzbeschreibung;Lagerbestand;cena
15228875;8903635028154;REIFEN 600 / 70 R 30;152 D, TL, AGRI STAR II;ALLIANCE;12;3513,182927
15228879;8903635028314;REIFEN 480 / 70 R 34;143 D, TL, AGRI STAR II;ALLIANCE;;
15228881;8903635028239;REIFEN 520 / 70 R 34;148 D, TL, AGRI STAR II;ALLIANCE;11;2790,500000
15228890;8903635028307;REIFEN 480 / 70 R 38;145 D, TL, AGRI STAR II;ALLIANCE;;
15228900;8903635028161;REIFEN 520 / 70 R 38;150 D, TL, AGRI STAR II;ALLIANCE;1;2984,609756
15228910;8903635028178;REIFEN 580 / 70 R 38;155 D, TL, AGRI STAR II;ALLIANCE;2;3764,695122
15228915;8903635028130;REIFEN 710 / 70 R 38;172 D, TL, AGRI STAR II;ALLIANCE;5;5410,158537
15228925;8903635028147;REIFEN 710 / 70 R 42;173 D, TL, AGRI STAR II;ALLIANCE;16;6740,731707
15231026;8903635013259;REIFEN 10.5 - 18;10 PR, TL, 126 G, U 1, 317;ALLIANCE;;
15231067;8903635009030;REIFEN 12.0 - 18;12 PR, TL, 145 A6, 317;ALLIANCE;19;732,142857
15231071;8903635013211;REIFEN 12.5 - 18;12 PR, TL, 131 G, U 1, 317;ALLIANCE;;
15231153;8903635013297;REIFEN 12.5 - 20;10 PR, TL, 129 G, U 1, 317;ALLIANCE;5;764,285714
15231161;8903635013303;REIFEN 12.5 - 20;12 PR, TL, 132 G, U 1, 317;ALLIANCE;5;970,416667
15231182;8903635013235;REIFEN 14.5 - 20;14 PR, TL, 139 G, U 1, 317;ALLIANCE;69;969,333333
15231210;;;;;46;1184,523810
15231230;8903635004332;REIFEN 405 / 70 - 24;152 B, TL, 323, 14PR;ALLIANCE;15;1213,428571
15231500;8903635013426;REIFEN 340 / 80 - 20;144 A8, TL, TOUGH TRAC 325;ALLIANCE;;
15231505;8903635008231;REIFEN 400 / 80 - 24;162 A8, TL, TOUGH TRAC 325;ALLIANCE;6;1648,154762
15231510;8903635013525;REIFEN 440 / 80 - 24;168 A8, TL, TOUGH TRAC 325;ALLIANCE;15;1638,059524
15235220;7291050047982;REIFEN 445 / 70 R 24;151 G , TL, AS 570;ALLIANCE;;
15235226;8903635027591;REIFEN 460 / 70 R 24;159 A8 / 159 B, TL, A 585;ALLIANCE;5;2033,726190
15272111;8903635008118;REIFEN 10 - 16.5;8 PR, TL, SK-906;ALLIANCE;3;356,464286
15272125;8903635016236;REIFEN 12 - 16.5;10 PR, TL, SK-903;ALLIANCE;;
15272310;8903635015772;REIFEN 10.00 - 20;16 PR, 148 B, TT, 839 (BAGGER);ALLIANCE;42;735,202381
15272465;8903635002543;REIFEN 16 / 70 - 24;14 PR, 169 A2 / 152 B, TL, EM 326;ALLIANCE;2;1200,452381
15272530;8903635000259;REIFEN 15.5 - 25;12 PR, 149 B, TL, EM 308;ALLIANCE;20;1306,500000
15272543;8903635000310;REIFEN 17.5 - 25;16 PR, 158 B, TL, EM-PROFIL 318;ALLIANCE;2;1767,404762
15272547;8903635017813;REIFEN 17.5 - 25;16 PR, TL, 307;ALLIANCE;1;1471,892857
15272548;8903635020493;REIFEN 17.5 R 25;182 A2 / 167 B, TL, LDSR 300;GALAXY;8;2505,619048
15272574;8903635020486;REIFEN 20.5 R 25;193 A2 / 177 B, TL, LDSR 300;GALAXY;4;3717,583333
15272581;8903635000341;REIFEN 23.5 - 25;20 PR, 191 A2 / 177 B,  TL, EM 318;ALLIANCE;6;4891,773810
15272585;8903635020509;REIFEN 23.5 R 25;201 A2 / 185 B, TL, LDSR 300;GALAXY;6;5069,809524
15272615;7291050034838;REIFEN 26.5 - 25;24 PR, 185 B, TL, BAGGER/EM 318;ALLIANCE;1;5923,773810
15272617;8903635020516;REIFEN 26.5 R 25;209 A2 / 192 B, TL, LDSR 300;GALAXY;6;7461,559524
15284057;7291050060684;REIFEN 340 / 80 R 24;140 A8 / 135 D, TL, MULTIUSE 550 M+S;ALLIANCE;;
15284071;7291050060677;REIFEN 440 / 80 R 24;154 A8 / 149 D, TL, MULTIUSE 550 M+S;ALLIANCE;;
15284080;7291050058070;REIFEN 400 / 80 R 28;151 A8 / 146 D, TL, MULTIUSE 550 M+S;ALLIANCE;;
15284081;8903635019817;REIFEN 400 / 80 R 28;151 A8 / 146 D, TL, MULTIUSE 550, M+S;ALLIANCE;4;2874,107143
15284098;7291050057738;REIFEN 480 / 80 R 30;162 A8 / 157 D, TL, MULTIUSE 550 M+S;ALLIANCE;;
15284105;7291050058490;REIFEN 440 / 80 R 34;159 A8 / 155 D, TL, MULTIUSE 550 M+S;ALLIANCE;1;3898,130952
15284149;8903635019831;REIFEN 480 / 80 R 38;166 A8 / 161 D, TL, MULTIUSE 550, M+S;ALLIANCE;;
15284150;7291050056625;REIFEN 480 / 80 R 38;166 A8 / 161 D, TL, MULTIUSE 550 M+S;ALLIANCE;;
15284160;7291050058506;REIFEN 540 / 80 R 38;172 A8 / 167 D, TL, MULTIUSE 550 M+S;ALLIANCE;1;6514,392857
15284870;;;;;2;1586,392857
15284911;8903635023272;REIFEN 365 / 80 R 20;153 A2 / 141 B, TL, 608;ALLIANCE;4;1714,345238
15284920;7291050060912;REIFEN 405 / 70 R 20;155 A2 / 143 B, TL, 608;ALLIANCE;6;1544,523810
15284925;7291050062282;REIFEN 455 / 70 R 20;162 A2 / 150 B, TL, 608;ALLIANCE;18;1996,309524
15285210;7291050024143;REIFEN 455 / 70 R 24;165 A2 / 154 B, TL, 606;ALLIANCE;;
15285253;8903635017707;REIFEN 300 / 75 R 18;142 A8 / 142 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;2;1139,738095
15285256;8903635020073;REIFEN 340 / 80 R 18;143 A8 / 143 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;;
15285276;7291050057813;REIFEN 380 / 75 R 20;148 A8 / 148 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;18;1585,738095
15285290;7291050060585;REIFEN 425 / 75 R 20;154 A8 / 154 B, TL,  AGRO INDUSTRIAL 580;ALLIANCE;3;2085,607143
15285305;7291050060578;REIFEN 405 / 70 R 24;152 A8 / 152 B, TL,  AGRO INDUSTRIAL 580;ALLIANCE;1;2200,142857
15285312;8903635021964;REIFEN 460 / 70 R 24;159 A8 / 159 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;80;2010,619048
15285321;8903635010357;REIFEN 500 / 70 R 24;164 A8/ 164 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;;
15285335;7291050057387;REIFEN 480 / 80 R 26;160 A8 / 160 B, TL, AGRO INDUSTRIAL 580;ALLIANCE;2;2825,559524
15285510;7291050056687;REIFEN 385 / 55 R 18;140 A8 /140 B, TL, 601 M+S;ALLIANCE;5;1499,666667
17415010;6419440454764;REIFEN 700 / 55 - 34;20 PR, 173 A2 / 166 A8, TT, NORDMAN FOREST TRS L-2;NOKIAN;2;10845,750000
17415015;6419440159621;REIFEN 700 / 70 - 34;20 PR, 180 A2 / 173 A8, TT, NORDMAN FOREST TRS L-2;NOKIAN;2;13192,392857
17415026;6419440228716;REIFEN 600 / 50 - 22.5;16 PR, 156 A2 / 149 A8, TT, NORDMAN FOREST TRS L-2;NOKIAN;4;5572,821429
17415580;6419440454016;REIFEN 560 / 60 R 22.5;161 D, TL, COUNTRY KING;NOKIAN;;
17421910;6419440231099;REIFEN 23.1 - 26;16 PR, 160 A6, TL, LOGGER KING LS-2;NOKIAN;2;10180,071429
17421920;6419440231082;REIFEN 28 L - 26;20 PR, 165 A6, TL, LOGGER KING LS-2;NOKIAN;4;12307,285714
17422750;6419440844206;REIFEN 18.4 - 34;14 PR, TT, TRACTOR  FOREST;NOKIAN;2;6044,523810
19110010;5707562361291;REIFEN 200 X 50;2 PR, TT, S-379 NONMARK GREY RILLE;DELI;;
19110015;5707562325354;REIFEN 2.80 / 2.50 - 4;4 PR, TT, S-302;DELI;155;14,657143
19110020;5707562316307;REIFEN 3.00 - 4;4 PR, TT, S-310 BLOCK;DELI;;
19110022;5707562325385;REIFEN 3.00 - 4;4 PR, TL, S-310 BLOCK;DELI;6;15,300000
19110023;5707562379487;REIFEN 3.00 - 4;6 PR, TT, S-310 BLOCK;DELI;78;22,828571
19110024;5707562318868;REIFEN 3.00 - 4;4 PR, 46 A4, TT, S-379 RILLE;DELI;20;18,128571
19110060;5707562325125;REIFEN 3.50 - 6;4 PR, 52 A4, TT, S-379K RILLE;DELI;73;20,257143
19110074;5707562325705;REIFEN 5.30 / 4.50 - 6;4 PR, TL, S-356 BLOCK;DELI;1;35,357143
19110081;5707562326023;REIFEN 13 X 5.00 - 6;4 PR, 40 A6 / 52 A6, TL, S-365 BLOCK;DELI;;
19110092;5707562326115;REIFEN 15 x 6.00 - 6;4 PR, 49 A6 / 61 A6, TL, S-365 BLOCK;DELI;;
19110093;5707562559711;REIFEN 15 x 6.00 - 6;10 PR, 84 A6, S-317 RILLE;DELI;112;69,628571
19110095;5707562326139;REIFEN 15 X 6.00 - 6;6 PR, 58 A6 / 70 A6, TL, S-365 BLOCK;DELI;;
19110111;5707562293622;REIFEN 4.80 / 4.00 - 8;4 PR, 67 A4, TT, S-369 BLOCK;DELI;;
19110115;5707562361314;REIFEN 4.80 / 4.00 - 8;6 PR, 71 A2, TT, S-359;DELI;;
19110126;5707562332314;REIFEN 16 x 6.50 - 8;4 PR, 52 A6 / 64 A6, TL, S-365 BLOCK;DELI;;
19110127;5707562559704;REIFEN 16 x 6.50 - 8;10 PR, 84 A6, TT, S-317 RILLE;DELI;;
19110146;5707562332352;REIFEN 18 x 9.50 - 8;4 PR, 70 A6 / 82 A6, TL, S-366 K BLOCK;DELI;4;90,457143
19110152;5707562326306;REIFEN 20 x 10.00 - 8;4 PR, 75 A6 / 87 A6, TL, S-366 K BLOCK;DELI;;
19166130;5707562289830;REIFEN 18.5 x 8.5 - 8;6 PR, 78 M, TL, S-368 (215/60-8);DELI;;
19166142;4040658081590;REIFEN 145 / 80 B 10;6 PR, 84 N, TL, S-255;DELI;;
19211070;5707562329321;REIFEN 3.00 - 4;4 PR, TT, K406, 3-RIB;KENDA;27;34,071429
19211072;5707562329307;REIFEN 3.00 - 4;6 PR, TT, K373, BLOCK;KENDA;3;34,971429
19211073;5707562412269;REIFEN 3.00 - 4;4 PR, 46 B, TT, K 471;KENDA;74;22,242857
19211085;5707562130194;REIFEN 4.10 / 3.50 - 4;4 PR, 32 A4 / 43 A4, TL, K500 SUPER TURF, BLOCK;KENDA;44;27,642857
19211089;5707562128122;REIFEN 11 X 4.00 - 4;4 PR, 30 A4 / 41 A4, TL, K500 SUPER TURF, BLOCK;KENDA;16;29,571429
19211111;5707562523378;REIFEN 110 / 90 - 6;6 PR, 57 A4 / 68 A4, TT, K311;KENDA;45;41,785714
19211115;5707562129662;REIFEN 3.50 - 6;4 PR, 33 A4 / 44 A4, TL, K357 AS;KENDA;2;49,885714
19211120;5707562332284;REIFEN 13 X 5.00 - 6;4 PR, 40 A4 / 51 A4, TL, K358 BLOCK;KENDA;53;38,900000
19211121;5707562542478;REIFEN 13 X 5.00 - 6;6 PR, 49 A4 / 60 A4, TL, K358 BLOCK;KENDA;3;45,328571
19211124;5707562426075;REIFEN 13 X 5.00 - 6;2 PR, 26 A4 / 37 A4, TL, K398A;KENDA;;
19211131;5707562521985;REIFEN 15 X 6.00 - 6;6 PR, 55 A4 / 67 A4, TT, K358 BLOCK;KENDA;17;75,214286
19211135;5707562128238;REIFEN 15 X 6.00 - 6;4 PR, 49 A4 / 60 A4, TL, K500 SUPER TURF, BLOCK;KENDA;115;57,800000
19211136;5707562389578;REIFEN 15 X 6.00 - 6;6 PR, 55 A4 / 67 A4, TL, K500 SUPER TURF BLOCK;KENDA;54;64,928571
19211158;5707562272306;REIFEN 16 X 6.50 - 8;6 PR, 59 A4 / 70 A4, TL, K358 BLOCK;KENDA;1;68,785714
19211165;5707562329246;REIFEN 4.80 / 4.00 - 8;6 PR, TT, K304 BLOCK;KENDA;26;56,771429
19211179;5707562313023;REIFEN 16 X 6.50 - 8;4 PR, 52 A4 / 63 A4, TL, K358 BLOCK;KENDA;14;58,957143
19211182;5707562330303;REIFEN 16 X 6.50 - 8;10 PR, 71 A4 / 82 A4, TT, K401 H RILLE;KENDA;79;107,100000
19211186;5707562381107;REIFEN 16 X 6.50 - 8;6 PR, 59 A4 / 70 A4, TL, K500 SUPER TURF BLOCK;KENDA;;
19211190;5707562128306;REIFEN 16 X 7.50 - 8;4 PR, 53 A4 / 64 A4, TL, K500 SUPER TURF BLOCK;KENDA;;
19211191;5707562294445;REIFEN 16 X 7.50 - 8;6 PR, 62 A4 / 73 A4, TL, K500 SUPER TURF BLOCK;KENDA;;
19211205;5707562128467;REIFEN 18 X 8.50 - 8;6 PR, 69 A4 / 81 A4, TL, K500 SUPER TURF BLOCK;KENDA;31;111,085714
19211206;5707562128436;REIFEN 18 X 8.50 - 8;4 PR, 61 A4 / 73 A4, TL, K500 SUPER TURF BLOCK;KENDA;21;87,500000
19211213;5707562330402;REIFEN 18 X 9.50 - 8;4 PR, 70 A4 / 81 A4, TL, K404 SMOOTH;KENDA;1;105,371429
19211221;5707562531823;REIFEN 230 / 60 - 8;6 PR, 76 A4 / 87 A4, TL, K358 BLOCK;KENDA;21;129,857143
19211225;5707562128573;REIFEN 20 X 10.00 - 8;4 PR, 75 A4 / 86 A4, TL, K500 SUPER TURF BLOCK;KENDA;;
19211233;5707562128528;REIFEN 18 X 9.50 - 8;6 PR, 78 A4 / 89 A4, TL, K500 SUPER TURF BLOCK;KENDA;1;125,685714
19266056;5707562289786;REIFEN 18.5 X 8.50 - 8;6 PR, 78 M, TL, K368;KENDA;;
19271113;5707562128177;REIFEN 12 - 16.5;10 PR, 141 A2, TL, K395, POWER GRIP HD;KENDA;8;669,471429
19800223;5707562146669;REIFEN 12.5 / 80 - 18;12 PR, 142 A8, TL, D302 DUMPER POWER;DEESTONE;;
19800270;;;;;10;76,130952
19800272;;;;;10;80,571429
19800274;;;;;10;116,142857
19800276;;;;;10;142,345238
19800278;;;;;10;165,488095
19800282;;;;;10;180,857143
19800284;;;;;4;254,785714
19800286;;;;;4;262,392857
19800288;;;;;10;238,666667
19800290;;;;;10;288,107143
19812563;8907375005642;REIFEN 11.5 / 80 - 15.3;14 PR, 139 A6 / 135 A8, TL, MAW 200;MALHOTRA;13;275,345238
19812564;8907375031320;REIFEN 500 / 50 - 17;18 PR, 154 A6 / 150 A8, TL, MAW 977;MALHOTRA;52;805,285714
19866008;8990876104884;REIFEN 185 / 70 R 13 C;6 PR, 106 N, TL, SAVERO;GITI;1;161,630952
19866011;6932877110046;REIFEN 175 R 13 C;8 PR, 97 N, TL, MAXMILER-X;GITI;2;156,857143
19872398;5707562509358;REIFEN 18.4 - 26;12 PR, 156 A8, TL, D314 DR-4;DEESTONE;3;1294,117647
19872400;;TY 16.9-28 152A8 (12PR) TL;Deestone D314 DR-4;DEESTONE;;
19872401;;TY 17.5L-24 12PR TL;Deestone D314 DR-4;DEESTONE;;
19981688;4040658061172;REIFEN 10.00 - 20 BOKA TERRA;16 PR, TT,  SKL 800 ( BAGGER );BOKA;;
22090580;4040658021329;SCHLAUCH 550 / 60 - 22.5;VENTIL - TR 218 A;DONG;;
22420990;4040658021350;SCHLAUCH 18.4 / 16.9 - 42;VENTIL - TR 218 A, 480/80-42;DONG;1;228,026846
26010075;8903094037339;SCHLAUCH 10.0 / 75 - 15.3, PROFILINE;VENTIL - TR 15, 260/70-15.3;BKT;2;36,821429
26010095;4040658021558;SCHLAUCH 6.00 - 16;VENTIL - TR 218 A;DONG;9;22,080537
26010200;4040658021763;SCHLAUCH 12.5 / 80 - 20;VENTIL - TR 15;DONG;2;56,362416
26010210;4040658021787;SCHLAUCH 14.5 / 80 - 20;VENTIL - TR 15;DONG;1;69,342282
26010215;4040658021794;SCHLAUCH 14.5 / 80 - 20;VENTIL - TR 218 A;DONG;5;73,932886
26010220;4040658021800;SCHLAUCH 16.0 / 70 - 20;VENTIL - TR 15;DONG;5;79,798658
26010225;4040658021817;SCHLAUCH 16.0 / 70 - 20;VENTIL - TR 218 A;DONG;5;84,241611
26020025;4040658021886;SCHLAUCH 8.15/ 8.25 - 15;VENTIL - TR 77 A;DONG;16;26,402685
26020060;4040658021947;SCHLAUCH 6.50 - 16;VENTIL - TR 15;DONG;25;20,093960
26020160;4040658022098;SCHLAUCH 7.50 - 20;VENTIL - TR 15;DONG;9;33,785235
26020580;4040658022258;SCHLAUCH 16.9 - 24;VENTIL - TR 218 A, 420/85-24;DONG;;
26020610;4040658022319;SCHLAUCH 18.4 - 26;VENTIL - TR 218 A, 480/80-26;DONG;;
26020670;4040658022463;SCHLAUCH 13.6 - 28;VENTIL - TR 218 A, 340/85-28;DONG;1;77,825503
26020700;4040658022531;SCHLAUCH 14.9 - 30;VENTIL - TR 218 A;DONG;1;99,973154
26020740;4040658022579;SCHLAUCH 8.3 - 32;VENTIL - TR 218 A, 210/95-32;DONG;6;53,221477
26020750;4040658022593;SCHLAUCH 9.5 - 32;VENTIL - TR 218 A, 230/95 - 32;DONG;8;54,684564
26020760;4040658022616;SCHLAUCH 12.4 - 32;VENTIL - TR 218 A, 320/85-32;DONG;;
26020900;4040658022777;SCHLAUCH 18.4 - 38;VENTIL - TR 218 A, 460/85-38;DONG;3;162,523490
26020915;4040658022791;SCHLAUCH 9.5 - 42;VENTIL - TR 218 A, 230/95-42;DONG;5;70,375839
26020920;4040658022807;SCHLAUCH 9.5 - 44;VENTIL - TR 218 A, 230/95-44;DONG;3;71,181208
26060030;4040658023026;SCHLAUCH 8.25 R 15;VENTIL - V3-04-2;DONG;;
26060130;4040658023118;SCHLAUCH 10.00 R 20;VENTIL - V3-06-8;DONG;1;56,630872
26060180;4040658062827;SCHLAUCH 215 / 75 - 17.5;VENTIL - TR 75 A;DONG;5;46,026846
26062000;4040658023187;SCHLAUCH 12 - 22.5;VENTIL - VS- 3-21-1;DONG;6;68,778523
26070030;4040658023224;SCHLAUCH 7.00 - 12;VENTIL - V3-02-7;DONG;20;28,697987
26070080;4040658023248;SCHLAUCH 16.00 - 24;VENTIL - TRJ-1175 C;DONG;3;130,416107
26070140;4040658023293;SCHLAUCH 20.5 - 25;VENTIL - TRJ-1175 C;DONG;2;193,583893
26810100;4040658023651;SCHLAUCH 4.00 - 8;VENTIL - TR 13;DONG;35;9,731544
26810151;4040658023712;SCHLAUCH 6.00 - 9;VENTIL - TR 13;DONG;50;16,308725
27490515;4040658034800;SCHLAUCH 600 / 55 - 30.5;VENTIL - TR 218 A;DONG;;
27490530;4040658023729;SCHLAUCH 500 / 55 - 15.5;VENTIL - TR 15;DONG;4;91,275168
27490640;4040658023750;SCHLAUCH 500 / 60 - 26.5;VENTIL - TR 218 A;DONG;2;223,489933
27490660;4040658023767;SCHLAUCH 600 / 55 - 26.5;VENTIL - TR 218 A;DONG;;
28690520;4040658024023;SCHLAUCH 400 / 60 - 15.5;VENTIL - TR 15;DONG;3;71,140940
28690540;4040658024047;SCHLAUCH 500 / 45 - 22.5;VENTIL - TR 218 A;DONG;1;172,228188
29800074;5707562154190;SCHLAUCH 18 X 8.50 - 8;VENTIL - TR 13;NEXEN;;
29800077;5707562153162;SCHLAUCH 20 x 8.00 - 8;VENTIL - TR 13;NEXEN;8;19,637584
29800079;5707562154206;SCHLAUCH 18 x 8.50 - 8;VENTIL - TR 87;NEXEN;4;20,966443
29800170;5707562148359;SCHLAUCH 155 / 165 - 13;VENTIL - TR 13     (155-13);NEXEN;2;13,476510
29800179;5707562148427;SCHLAUCH 175 / 185 - 14;VENTIL - TR 13     (175-14);NEXEN;56;16,134228
29800248;;;;;;
29800289;5707562137643;SCHLAUCH 6.00 - 16;VENTIL - TR 75 A;NEXEN;18;23,919463
29800292;5707562135953;SCHLAUCH 10 - 16.5;VENTIL - TR 15;NEXEN;7;23,261745
29800307;5707562154428;SCHLAUCH 10.5 / 80 - 18;VENTIL - TR 15;NEXEN;5;38,899329
29800312;5707562137551;SCHLAUCH 6.00 - 18;VENTIL - TR 15;NEXEN;4;25,557047
29800313;5707562154442;SCHLAUCH 12.5 / 80 -18;VENTIL - TR 15;NEXEN;1;48,872483
29800332;5707562148786;SCHLAUCH 10.00 - 20;VENTIL - V3-06-08;NEXEN;;
29800334;5707562148731;SCHLAUCH 8.25 - 20;VENTIL - V3-06-3;NEXEN;2;39,020134
29800345;5707562136295;SCHLAUCH 12.5 / 80 - 20;VENTIL - TR 218 A;NEXEN;1;63,302013
29800347;5707562154466;SCHLAUCH 14.5 / 80 -20;VENTIL - TR 218 A;NEXEN;2;62,093960
29800409;5707562136479;SCHLAUCH 14.9 - 26;VENTIL - TR 218 A;NEXEN;4;92,657718
29800410;5707562154695;SCHLAUCH 28.1 - 26;VENTIL - TR 218 A;NEXEN;1;264,684564
29800434;5707562153131;SCHLAUCH 20.8 - 34;VENTIL - TR 218 A;NEXEN;1;244,389262
29800438;5707562154619;SCHLAUCH 11.2 - 36;VENTIL - TR 218 A;NEXEN;2;94,953020
29800444;5707562137742;SCHLAUCH 700 / 65 - 38;VENTIL - TR 218 A;DIVERSE;1;207,750000
29800455;5707562154640;SCHLAUCH 18.4 - 42;VENTIL - TR 218 A;NEXEN;1;214,429530
29800462;5707562154664;SCHLAUCH 9.5 - 48;VENTIL - TR 218 A;NEXEN;3;92,174497
29920100;4040658024092;SCHLAUCH 20.8 - 42;VENTIL - TR 218 A;DONG;1;235,785235
30812783;4040658074066;AW -FELGE 24.00 X 22.5 TH2 AG;10/281/335, A3, SILBER, ET -50, VS H;ACCURADE;4;773,809524
30960008;4040658080784;LKW-FELGE 6.75 X 17.5, ILV, SILBER RAL9006;10/176/225, M22, MZ,  ET+125 HMA135;BOKA;2;152,345238
30960014;4040658080708;LKW-FELGE 6.75 X 17.5, ALV, SILBER RAL9006;6/161/205, B2, BMZ, ET 0;BOKA;;
30960018;4040658080715;LKW-FELGE 8.25 X 22.5, ALV, SILBER RAL9006;10/281/335, M22, MZ, ET +156  HMA 170;BOKA;20;260,452381
30960036;4040658080760;LKW-FELGE 11.75 X 22.5, ALV,SILBER RAL9006;10/281/335, M22, MZ,  ET +135;BOKA;12;303,571429
31610333;4040658077197;AW-FELGE 16.00 X 17;6/161/205, A2, SILBER, ET 0;GIAN;1;280,952381
32010114;4040658070662;AW-FELGE 13 LB X 15 H2;6/161/205, B2, SILBER, ET +45, VS H;GIAN;1;328,571429
32010195;4040658029431;AW-FELGE 9.00 X 15.3;6/161/205, A2, SILBER, ET 0;ACCURADE;16;173,309524
32010298;;;;;;
32012683;4040658029950;AW-FELGE 20.00 X 22.5 TH2;10/281/335, A3, SILBER, ET 0;GKN;;
32012684;4040658029967;AW-FELGE 20.00 X 22.5 TH2;10/281/335, A3, ET -50, SILBER RAL9006;GKN;8;671,952381
32012685;4040658029974;AW-FELGE 20.00 X 22.5 TH2;10/281/335, A3, SILBER, ET -100;GKN;16;712,500000
32012789;4040658060458;AW-FELGE 24.00 X 22.5 TH2;8/221/275 , A3, SILBER, ET -50;GKN;12;883,238095
32012883;4040658030376;AW-FELGE 20.00 X 26.5 TH2;10/281/335, A3, SILBER, ET -50;GKN;4;792,964286
32012902;4040658030437;AW-FELGE 24.00 X 26.5 TH2;10/281/335, A3, SILBER, ET 0;GKN;5;1108,345238
32013031;4040658030567;AW-FELGE 28.00 X 26.5 TH2;10/281/335, A3, SILBER, ET -50;GKN;2;1261,714286
32013120;4040658030680;AW-FELGE 24.00 X 30.5 TH2;10/281/335, A3, SILBER, ET 0;GKN;3;1150,023810
32013123;4040658036927;AW-FELGE 24.00 X 30.5 TH2;10/281/335, SILBER, A3, ET 0;GKN;3;1636,345238
47200570;4040658071270;PKW-VENTIL, TR 415 (SNAP IN);FÜR VENTILLOCH O 15.7 MM, MAX. 4.5 BAR;REIN;96;1,428571
47201035;4040658071447;LKW-FELGENVENTIL 32 MS / TR 575;S 4441-2 (METALL) 562 9716;REIN;10;4,500000
47201038;;LKW-FELGENVENTIL TR 618;WASSERVENTIL ZUM SCHRAUBEN;DIVERSE;410;6,166667
47201039;;LKW-FELGENVENTIL TR 618;239 / 151003 (SNAP IN);DIVERSE;10;14,416667
47201055;;LKW-FELGENVENTIL 99 MS - 90;TR 571 C;;10;18,380952
49800651;;VENTIL TR618A STAHL V5-01-1;;DIVERSE;10;6,309524
71970005;8903635020936;OPONA 315 / 80 R 22.5;158 A8, TL, DUAL MASTER 506;ALLIANCE;4;2111,250000
71970007;8903635022725;OPONA 405 / 70 R 24;158 A2 / 146 B, TL, 608;ALLIANCE;2;2497,369048
71970012;;OPONA 5.00 - 8;10 PR, TT, YARDMASTER ULTRA;GALAXY;9;113,654762
71970013;;OPONA 5.00 - 8;10 PR, TT, YARDMASTER ULTRA;GALAXY;10;134,535714
71970014;;OPONA 6.00 - 9;10 PR, TT ,YARDMASTER ULTRA;GALAXY;12;168,773810
71970015;;OPONA 6.50 - 10;12 PR, TT ,YARDMASTER ULTRA;GALAXY;6;229,119048
71970016;;OPONA 7.00 - 12;12 PR, TT , YARDMASTER ULTRA;GALAXY;14;295,988095
71970017;;OPONA 6.00 - 9;10 PR, TT, YARDMASTER ULTRA;GALAXY;6;196,571429
71970018;;OPONA 6.50 - 10;12 PR, TT ,YARDMASTER ULTRA;GALAXY;4;263,107143
71970019;;OPONA 7.00 - 12;12 PR, TT,  YARDMASTER ULTRA;GALAXY;2;326,011905
71970020;;OPONA 7.00 - 12;12 PR, TT, YARDMASTER ULTRA;GALAXY;;
71970021;;OPONA 5.00 - 8;10 PR, TT, YARDMASTER;GALAXY;1;93,059524
71970025;;OPONA 6.00 - 9;10 PR, TT , YARDMASTER;GALAXY;12;150,023810
71970026;;OPONA 6.00 - 9;10 PR , TT, YARDMASTER;GALAXY;2;171,857143
71970028;;OPONA 6.50 - 10;12 PR, TT ,  YARDMASTER;GALAXY;10;195,190476
71970029;;OPONA 6.50 - 10;12 PR , TT , YARDMASTER;GALAXY;2;214,404762
71970030;;OPONA 6.50 - 10;12 PR , TT , YARDMASTER;GALAXY;2;229,357143
71970031;;OPONA 6.50 - 10;12 PR , TT , YARDMASTER;GALAXY;;
71970032;;OPONA 250 - 15;16 PR , TT , YARDMASTER;GALAXY;14;454,523810
71970033;;OPONA 250 - 15;16 PR , TT , YARDMASTER;GALAXY;2;476,261905
71970034;;OPONA 250 - 15;16 PR , TT , YARDMASTER;GALAXY;2;472,702381
71970035;;OPONA 6.00 - 9;10 PR , TT , YARDMASTER;GALAXY;2;156,202381
71970036;;OPONA 28 X9 - 15;14 PR , TT , YARDMASTER ULTRA;GALAXY;13;393,440476
71970037;;OPONA 28 x 9 - 15;14 PR , TT , YARDMASTER ULTRA;GALAXY;2;443,500000
71970038;;OPONA 28 x 9 - 15;14 PR , TT , YARDMASTER ULTRA;GALAXY;;
71970039;;OPONA 28 x 9 - 15;14 PR , TT , YARDMASTER ULTRA;GALAXY;2;411,035714
71970041;7291050023252;REIFEN 18.4 - 26;12 PR, 156 A8 TL, 533 INDUSTRIAL;ALLIANCE;1;1540,904762
71970044;;OPONA 14.00 - 24;16 PR ,TL  307;ALLIANCE;;
71970045;;OPONA 710 / 45 - 26.5;20 PR ,175 A2 / 168 A8 , TT , 643 FORESTAR;ALLIANCE;2;5754,142857
71970047;;OPONA 17.5 - 25;16 PR,158 B , TL ,D 313 , DEESTON ,;DEESTONE;4;1736,517647
71970049;;OPONA 23.5 - 25;20 PR , 177B , TL , DL - 3 , D 313 , DEESTON ,;DEESTONE;6;3592,705882
